date,max_temp_celsius,min_temp_celsius,precipitation_mm,max_wind_speed_kmh,max_temp_fahrenheit,min_temp_fahrenheit,max_wind_speed_mph,precipitation_inches
2024-10-31,20.7,7.7,4.8,33.3,69.25999999999999,45.86,20.6916543,0.1889763779527559
2024-11-01,12.6,3.4,0.0,14.8,54.68,38.12,9.1962908,0.0
2024-11-02,15.8,2.8,0.0,16.7,60.440000000000005,37.04,10.3768957,0.0
2024-11-03,20.1,9.1,0.9,27.3,68.18,48.379999999999995,16.9634283,0.03543307086614173
2024-11-04,20.8,17.3,31.7,33.1,69.44,63.14,20.5673801,1.2480314960629921
2024-11-05,19.6,16.3,18.1,33.5,67.28,61.34,20.815928500000002,0.7125984251968505
2024-11-06,15.8,6.9,0.0,14.8,60.440000000000005,44.42,9.1962908,0.0
2024-11-07,13.5,5.6,0.0,13.2,56.3,42.08,8.202097199999999,0.0
2024-11-08,15.4,3.7,0.0,11.6,59.72,38.660000000000004,7.2079036,0.0
2024-11-09,13.2,6.5,3.0,18.4,55.76,43.7,11.433226399999999,0.11811023622047245
2024-11-10,18.6,9.1,0.4,31.4,65.48,48.379999999999995,19.5110494,0.015748031496062995
2024-11-11,15.2,5.9,0.0,21.9,59.36,42.620000000000005,13.608024899999998,0.0
2024-11-12,9.9,2.7,0.0,16.8,49.82,36.86,10.4390328,0.0
2024-11-13,13.5,4.2,13.1,24.0,56.3,39.56,14.912904000000001,0.515748031496063
2024-11-14,12.2,8.9,1.4,22.3,53.96,48.02,13.8565733,0.05511811023622047
2024-11-15,11.8,5.2,0.0,13.2,53.24,41.36,8.202097199999999,0.0
2024-11-16,11.7,4.5,0.0,19.0,53.06,40.1,11.806049,0.0
2024-11-17,14.6,7.2,0.0,20.4,58.28,44.96,12.675968399999999,0.0
2024-11-18,17.2,11.9,6.9,30.7,62.959999999999994,53.42,19.0760897,0.27165354330708663
2024-11-19,18.0,10.0,1.0,31.4,64.4,50.0,19.5110494,0.03937007874015748
2024-11-20,10.0,2.2,2.0,29.2,50.0,35.96,18.1440332,0.07874015748031496
2024-11-21,3.3,-0.5,4.9,35.9,37.94,31.1,22.3072189,0.19291338582677167
2024-11-22,7.6,2.9,0.1,24.1,45.68,37.22,14.9750411,0.003937007874015749
2024-11-23,5.7,2.1,0.0,14.0,42.260000000000005,35.78,8.699194,0.0
2024-11-24,13.4,1.8,0.0,19.5,56.120000000000005,35.24,12.1167345,0.0
2024-11-25,14.9,2.9,1.0,25.2,58.82,37.22,15.6585492,0.03937007874015748
2024-11-26,5.2,-3.4,0.0,20.7,41.36,25.880000000000003,12.8623797,0.0
2024-11-27,6.0,0.9,5.6,11.4,42.8,33.62,7.0836294,0.2204724409448819
2024-11-28,2.8,-1.7,0.0,20.9,37.04,28.94,12.986653899999999,0.0
2024-11-29,-1.2,-6.5,0.0,22.3,29.84,20.3,13.8565733,0.0
2024-11-30,-1.2,-8.9,0.0,16.0,29.84,15.979999999999997,9.941936,0.0
2024-12-01,-1.6,-7.9,0.0,14.8,29.12,17.779999999999998,9.1962908,0.0
2024-12-02,-3.4,-8.7,0.8,16.8,25.880000000000003,16.34,10.4390328,0.03149606299212599
2024-12-03,-2.6,-8.4,0.0,21.1,27.32,16.88,13.1109281,0.0
2024-12-04,4.7,-5.9,0.9,32.1,40.46,21.38,19.9460091,0.03543307086614173
2024-12-05,-4.9,-11.4,0.0,31.7,23.18,11.479999999999997,19.6974607,0.0
2024-12-06,0.4,-9.9,0.0,17.2,32.72,14.18,10.6875812,0.0
2024-12-07,7.7,-4.7,0.0,25.9,45.86,23.54,16.0935089,0.0
2024-12-08,13.0,4.5,1.9,26.0,55.4,40.1,16.155646,0.07480314960629922
2024-12-09,11.5,6.2,6.2,20.9,52.7,43.16,12.986653899999999,0.2440944881889764
2024-12-10,5.4,-1.6,0.0,17.9,41.72,29.12,11.122540899999999,0.0
2024-12-11,2.0,-8.0,0.6,30.5,35.6,17.6,18.9518155,0.023622047244094488
2024-12-12,-6.7,-11.0,0.6,23.5,19.939999999999998,12.2,14.6022185,0.023622047244094488
2024-12-13,-4.4,-10.7,0.0,16.7,24.08,12.740000000000002,10.3768957,0.0
2024-12-14,5.5,-4.4,7.6,24.4,41.9,24.08,15.1614524,0.2992125984251969
2024-12-15,6.6,2.9,1.9,22.2,43.879999999999995,37.22,13.7944362,0.07480314960629922
2024-12-16,15.5,4.1,9.0,28.6,59.9,39.38,17.7712106,0.35433070866141736
2024-12-17,8.4,0.8,0.0,16.7,47.120000000000005,33.44,10.3768957,0.0
2024-12-18,4.3,-2.4,0.0,18.3,39.74,27.68,11.371089300000001,0.0
2024-12-19,2.8,-3.8,0.0,18.4,37.04,25.16,11.433226399999999,0.0
2024-12-20,2.2,-4.7,1.7,28.2,35.96,23.54,17.5226622,0.06692913385826772
2024-12-21,-1.1,-6.3,0.0,13.7,30.02,20.66,8.512782699999999,0.0
2024-12-22,2.8,-6.5,0.0,22.3,37.04,20.3,13.8565733,0.0
2024-12-23,7.2,-0.9,0.0,25.0,44.96,30.38,15.534275000000001,0.0
2024-12-24,5.2,-1.4,0.0,11.9,41.36,29.48,7.3943149,0.0
2024-12-25,5.6,1.5,2.6,11.4,42.08,34.7,7.0836294,0.10236220472440946
2024-12-26,10.4,5.5,0.1,17.1,50.72,41.9,10.625444100000001,0.003937007874015749
2024-12-27,12.1,7.8,6.8,25.9,53.78,46.04,16.0935089,0.2677165354330709
2024-12-28,13.7,7.4,0.3,22.2,56.66,45.32,13.7944362,0.011811023622047244
2024-12-29,9.4,5.7,43.4,30.4,48.92,42.260000000000005,18.8896784,1.7086614173228347
2024-12-30,8.9,3.4,0.0,21.7,48.02,38.12,13.4837507,0.0
2024-12-31,7.4,1.3,10.5,32.4,45.32,34.34,20.1324204,0.4133858267716536
