Item,Qty,Datetime,Traffic
Pain Au Chocolat - FM,2,2024-07-06 10:06:05,1932
Pistachio Croissant - FM,1,2024-07-06 10:06:05,1932
Pain Au Chocolat - FM,1,2024-07-06 10:06:05,1932
Pain Au Chocolat - FM,2,2024-07-06 10:05:46,1932
Basil & Raspberry Canele1 - FM,1,2024-07-06 10:05:01,1932
Berry Croissant - FM,1,2024-07-06 10:05:01,1932
Ube & Strawberry Croissant - FM,1,2024-07-06 10:04:01,1932
Drip Coffee - FM,1,2024-07-06 10:04:01,1932
Iced Teas - FM,1,2024-07-06 10:04:01,1932
Pistachio Croissant - FM,1,2024-07-06 10:03:10,1932
Ube & Strawberry Croissant - FM,1,2024-07-06 10:03:10,1932
Iced Teas - FM,1,2024-07-06 10:02:12,1932
Berry Croissant - FM,1,2024-07-06 10:01:54,1932
Flavored Lemonade - FM,1,2024-07-06 10:01:54,1932
Drip Coffee - FM,1,2024-07-06 10:00:59,1932
Almond Croissant - FM,1,2024-07-06 10:00:59,1932
4 pack hop water - FM,1,2024-07-06 10:00:20,1932
Drip Coffee - FM,1,2024-07-06 09:58:20,1583
4 pack hop water - FM,1,2024-07-06 09:57:42,1583
Iced Teas - FM,1,2024-07-06 09:57:04,1583
Hop Water - FM,1,2024-07-06 09:53:57,1583
Iced Teas - FM,1,2024-07-06 09:53:31,1583
Drip Coffee - FM,2,2024-07-06 09:53:02,1583
Drip Coffee - FM,1,2024-07-06 09:51:51,1583
Almond Croissant - FM,1,2024-07-06 09:51:35,1583
Basil & Raspberry Canele1 - FM,1,2024-07-06 09:51:35,1583
Pain Au Chocolat - FM,1,2024-07-06 09:50:38,1583
Basil & Raspberry Canele1 - FM,2,2024-07-06 09:50:38,1583
Drip Coffee - FM,1,2024-07-06 09:50:07,1583
Hop Water - FM,1,2024-07-06 09:49:47,1583
Pain Aux Raisin - FM,1,2024-07-06 09:49:47,1583
Drip Coffee - FM,1,2024-07-06 09:45:25,1583
Pain Au Chocolat - FM,1,2024-07-06 09:45:02,1583
Almond Croissant - FM,1,2024-07-06 09:44:15,1583
Ube & Strawberry Croissant - FM,1,2024-07-06 09:42:07,1583
Pain Au Chocolat - FM,1,2024-07-06 09:40:28,1583
Hop Water - FM,1,2024-07-06 09:39:56,1583
Drip Coffee - FM,1,2024-07-06 09:39:13,1583
Iced Teas - FM,1,2024-07-06 09:38:55,1583
Flavored Lemonade - FM,1,2024-07-06 09:38:55,1583
Kouign Amann - FM,1,2024-07-06 09:34:51,1583
Pain Aux Raisin - FM,1,2024-07-06 09:34:51,1583
Pain Au Chocolat - FM,2,2024-07-06 09:33:53,1583
Vanilla Canele - FM,1,2024-07-06 09:33:21,1583
Almond Croissant - FM,1,2024-07-06 09:32:53,1583
Iced Teas - FM,1,2024-07-06 09:32:53,1583
Butter Croissant - FM,1,2024-07-06 09:32:21,1583
Pistachio Croissant - FM,1,2024-07-06 09:32:21,1583
Berry Croissant - FM,1,2024-07-06 09:30:31,1583
Pistachio Croissant - FM,1,2024-07-06 09:30:31,1583
Iced Teas - FM,1,2024-07-06 09:28:47,1583
Pistachio Croissant - FM,1,2024-07-06 09:27:39,1583
Iced Teas - FM,1,2024-07-06 09:26:47,1583
Basil & Raspberry Canele1 - FM,1,2024-07-06 09:26:47,1583
Vanilla Canele - FM,1,2024-07-06 09:26:47,1583
Hop Water - FM,1,2024-07-06 09:26:29,1583
Flavored Lemonade - FM,1,2024-07-06 09:26:29,1583
Sugar Sticks - FM,1,2024-07-06 09:25:47,1583
Kouign Amann - FM,1,2024-07-06 09:25:07,1583
Butter Croissant - FM,1,2024-07-06 09:25:07,1583
Sugar Sticks - FM,1,2024-07-06 09:25:07,1583
Sugar Sticks - FM,2,2024-07-06 09:24:50,1583
Berry Croissant - FM,1,2024-07-06 09:24:50,1583
Cold Brew - FM,2,2024-07-06 09:24:30,1583
Flavored Lemonade - FM,1,2024-07-06 09:23:08,1583
Cold Brew - FM,1,2024-07-06 09:22:30,1583
Almond Croissant - FM,1,2024-07-06 09:21:21,1583
Butter Croissant - FM,2,2024-07-06 09:20:43,1583
Pistachio Croissant - FM,1,2024-07-06 09:20:43,1583
Pain Aux Raisin - FM,1,2024-07-06 09:20:38,1583
Cold Brew - FM,2,2024-07-06 09:20:00,1583
Butter Croissant - FM,2,2024-07-06 09:20:00,1583
Iced Teas - FM,1,2024-07-06 09:18:55,1583
Drip Coffee - FM,1,2024-07-06 09:18:15,1583
Basil & Raspberry Canele1 - FM,1,2024-07-06 09:17:24,1583
Flavored Lemonade - FM,2,2024-07-06 09:15:31,1583
Almond Croissant - FM,1,2024-07-06 09:14:54,1583
Drip Coffee - FM,1,2024-07-06 09:14:40,1583
Butter Croissant - FM,1,2024-07-06 09:13:59,1583
Iced Teas - FM,1,2024-07-06 09:13:59,1583
Pain Aux Raisin - FM,1,2024-07-06 09:13:59,1583
Pistachio Croissant - FM,1,2024-07-06 09:13:02,1583
Butter Croissant - FM,1,2024-07-06 09:13:02,1583
Butter Croissant - FM,1,2024-07-06 09:12:21,1583
Cold Brew - FM,1,2024-07-06 09:11:27,1583
Sugar Sticks - FM,1,2024-07-06 09:11:27,1583
Butter Croissant - FM,1,2024-07-06 09:10:38,1583
Pain Au Chocolat - FM,1,2024-07-06 09:10:38,1583
Butter Croissant - FM,5,2024-07-06 09:10:25,1583
Pain Aux Raisin - FM,1,2024-07-06 09:06:40,1583
Cold Brew - FM,1,2024-07-06 09:06:40,1583
Iced Teas - FM,1,2024-07-06 09:05:26,1583
Cold Brew - FM,1,2024-07-06 09:05:26,1583
Pistachio Croissant - FM,1,2024-07-06 09:04:27,1583
Berry Croissant - FM,1,2024-07-06 09:04:27,1583
Iced Teas - FM,1,2024-07-06 09:03:58,1583
Pain Au Chocolat - FM,1,2024-07-06 09:03:58,1583
Kouign Amann - FM,1,2024-07-06 09:01:20,1583
Cold Brew - FM,1,2024-07-06 09:01:20,1583
Pain Aux Raisin - FM,1,2024-07-06 09:00:33,1583
Hop Water - FM,1,2024-07-06 09:00:33,1583
Almond Croissant - FM,1,2024-07-06 08:59:48,1036
Ube & Strawberry Croissant - FM,1,2024-07-06 08:59:48,1036
Sugar Sticks - FM,1,2024-07-06 08:57:56,1036
Pain Au Chocolat - FM,1,2024-07-06 08:57:56,1036
Pistachio Croissant - FM,1,2024-07-06 08:57:56,1036
Cold Brew - FM,1,2024-07-06 08:57:56,1036
Pistachio Croissant - FM,1,2024-07-06 08:56:10,1036
Ube & Strawberry Croissant - FM,1,2024-07-06 08:56:10,1036
Vanilla Canele - FM,1,2024-07-06 08:56:10,1036
Almond Croissant - FM,1,2024-07-06 08:56:10,1036
Berry Croissant - FM,1,2024-07-06 08:56:10,1036
Iced Teas - FM,1,2024-07-06 08:56:10,1036
Ube & Strawberry Croissant - FM,1,2024-07-06 08:53:56,1036
Cold Brew - FM,1,2024-07-06 08:49:56,1036
Ube & Strawberry Croissant - FM,1,2024-07-06 08:49:25,1036
Pain Aux Raisin - FM,1,2024-07-06 08:49:25,1036
Iced Teas - FM,1,2024-07-06 08:48:48,1036
Cold Brew - FM,1,2024-07-06 08:47:46,1036
Sugar Sticks - FM,1,2024-07-06 08:46:39,1036
Almond Croissant - FM,1,2024-07-06 08:46:00,1036
Cold Brew - FM,1,2024-07-06 08:43:31,1036
Pain Aux Raisin - FM,1,2024-07-06 08:42:24,1036
Pain Au Chocolat - FM,1,2024-07-06 08:42:24,1036
Iced Teas - FM,1,2024-07-06 08:42:24,1036
Ube & Strawberry Croissant - FM,1,2024-07-06 08:37:57,1036
Sugar Sticks - FM,1,2024-07-06 08:37:57,1036
Pain Au Chocolat - FM,1,2024-07-06 08:37:57,1036
Pain Aux Raisin - FM,1,2024-07-06 08:37:12,1036
Ube & Strawberry Croissant - FM,1,2024-07-06 08:37:12,1036
Sugar Sticks - FM,1,2024-07-06 08:36:24,1036
Almond Croissant - FM,1,2024-07-06 08:35:31,1036
Pain Au Chocolat - FM,2,2024-07-06 08:35:31,1036
Cold Brew - FM,1,2024-07-06 08:35:31,1036
Flavored Lemonade - FM,1,2024-07-06 08:34:20,1036
Cold Brew - FM,1,2024-07-06 08:33:07,1036
Drip Coffee - FM,1,2024-07-06 08:32:26,1036
Sugar Sticks - FM,1,2024-07-06 08:32:26,1036
4 pack hop water - FM,2,2024-07-06 08:31:35,1036
Pistachio Croissant - FM,1,2024-07-06 08:31:09,1036
Kouign Amann - FM,1,2024-07-06 08:31:09,1036
Butter Croissant - FM,1,2024-07-06 08:31:09,1036
Butter Croissant - FM,1,2024-07-06 08:30:23,1036
Ube & Strawberry Croissant - FM,1,2024-07-06 08:30:23,1036
Butter Croissant - FM,1,2024-07-06 08:29:37,1036
Pain Au Chocolat - FM,1,2024-07-06 08:29:37,1036
Pain Au Chocolat - FM,1,2024-07-06 08:28:05,1036
Almond Croissant - FM,1,2024-07-06 08:28:05,1036
Flavored Lemonade - FM,1,2024-07-06 08:28:05,1036
Pain Aux Raisin - FM,4,2024-07-06 08:22:16,1036
Sugar Sticks - FM,1,2024-07-06 08:22:16,1036
Pain Au Chocolat - FM,2,2024-07-06 08:22:16,1036
Butter Croissant - FM,3,2024-07-06 08:22:16,1036
Almond Croissant - FM,1,2024-07-06 08:22:16,1036
Hop Water - FM,1,2024-07-06 08:21:44,1036
Flavored Lemonade - FM,1,2024-07-06 08:18:35,1036
Iced Teas - FM,2,2024-07-06 08:17:29,1036
Cold Brew - FM,1,2024-07-06 08:16:45,1036
Vanilla Canele - FM,1,2024-07-06 08:16:45,1036
Pistachio Croissant - FM,1,2024-07-06 08:12:59,1036
Flavored Lemonade - FM,2,2024-07-06 08:12:59,1036
Berry Croissant - FM,1,2024-07-06 08:12:20,1036
Pistachio Croissant - FM,1,2024-07-06 08:12:20,1036
Almond Croissant - FM,1,2024-07-06 08:12:20,1036
Butter Croissant - FM,1,2024-07-06 08:12:20,1036
Pain Au Chocolat - FM,1,2024-07-06 08:12:20,1036
Vanilla Canele - FM,1,2024-07-06 08:12:20,1036
Drip Coffee - FM,1,2024-07-06 08:10:50,1036
Cold Brew - FM,1,2024-07-06 08:10:50,1036
Cold Brew - FM,1,2024-07-06 08:03:57,1036
Butter Croissant - FM,1,2024-07-06 08:03:13,1036
Ube & Strawberry Croissant - FM,1,2024-07-06 08:02:45,1036
Berry Croissant - FM,1,2024-07-06 08:02:45,1036
Cold Brew - FM,2,2024-07-06 08:02:35,1036
Pain Au Chocolat - FM,2,2024-07-06 08:02:35,1036
Butter Croissant - FM,2,2024-07-06 08:01:37,1036
Kouign Amann - FM,1,2024-07-06 08:01:37,1036
Butter Croissant - FM,1,2024-07-06 07:58:03,671
Iced Teas - FM,1,2024-07-06 07:58:03,671
Iced Teas - FM,1,2024-07-06 07:56:05,671
Drip Coffee - FM,1,2024-07-06 07:54:25,671
Butter Croissant - FM,1,2024-07-06 07:54:03,671
Pain Aux Raisin - FM,1,2024-07-06 07:52:13,671
Ube & Strawberry Croissant - FM,1,2024-07-06 07:52:13,671
Iced Teas - FM,1,2024-07-06 07:52:13,671
Vanilla Canele - FM,1,2024-07-06 07:48:20,671
Pain Aux Raisin - FM,1,2024-07-06 07:48:20,671
Butter Croissant - FM,2,2024-07-06 07:42:18,671
Pain Au Chocolat - FM,1,2024-07-06 07:38:31,671
Drip Coffee - FM,1,2024-07-06 07:38:13,671
Almond Croissant - FM,1,2024-07-06 07:38:13,671
Basil & Raspberry Canele1 - FM,1,2024-07-06 07:37:40,671
Kouign Amann - FM,1,2024-07-06 07:33:01,671
Berry Croissant - FM,2,2024-07-06 07:33:01,671
Pain Au Chocolat - FM,2,2024-07-06 07:33:01,671
Berry Croissant - FM,2,2024-07-06 07:31:05,671
Drip Coffee - FM,1,2024-07-06 07:28:38,671
Berry Croissant - FM,1,2024-07-06 07:28:02,671
Iced Teas - FM,1,2024-07-06 07:28:02,671
Pain Au Chocolat - FM,1,2024-07-06 07:26:31,671
Butter Croissant - FM,1,2024-07-06 07:25:42,671
Pistachio Croissant - FM,1,2024-07-06 07:25:42,671
Hop Water - FM,1,2024-07-06 07:25:42,671
Kouign Amann - FM,2,2024-07-06 07:21:51,671
Vanilla Canele - FM,2,2024-07-06 07:21:51,671
Berry Croissant - FM,1,2024-07-06 07:21:51,671
Pain Au Chocolat - FM,1,2024-07-06 07:21:51,671
Ube & Strawberry Croissant - FM,1,2024-07-06 07:17:59,671
Almond Croissant - FM,2,2024-07-06 07:17:59,671
Cold Brew - FM,2,2024-07-06 07:17:36,671
Almond Croissant - FM,1,2024-07-06 07:14:35,671
Butter Croissant - FM,1,2024-07-06 07:14:35,671
Butter Croissant - FM,1,2024-07-06 07:10:45,671
Cold Brew - FM,1,2024-07-06 07:10:22,671
Kouign Amann - FM,2,2024-07-06 07:09:49,671
Pain Au Chocolat - FM,1,2024-07-06 07:09:49,671
Butter Croissant - FM,1,2024-07-06 07:09:49,671
Drip Coffee - FM,1,2024-07-06 07:05:10,671
Kouign Amann - FM,1,2024-07-06 07:04:24,671
Butter Croissant - FM,1,2024-07-06 07:02:45,671
Cold Brew - FM,1,2024-07-06 06:51:26,671
Butter Croissant - FM,1,2024-07-06 06:51:26,671
Butter Croissant - FM,-1,2024-06-29 11:40:07,817
Butter Croissant - FM,1,2024-06-29 11:39:17,817
Hop Water - FM,1,2024-06-29 11:36:52,817
Butter Croissant - FM,1,2024-06-29 11:34:49,817
Vanilla Canele - FM,1,2024-06-29 11:33:26,817
Sugar Sticks - FM,1,2024-06-29 11:30:54,817
Vanilla Canele - FM,1,2024-06-29 11:30:30,817
Sugar Sticks - FM,1,2024-06-29 11:30:30,817
Butter Croissant - FM,1,2024-06-29 11:27:19,817
Vanilla Canele - FM,1,2024-06-29 11:27:19,817
Sugar Sticks - FM,1,2024-06-29 11:22:55,817
Butter Croissant - FM,1,2024-06-29 11:22:12,817
Sugar Sticks - FM,1,2024-06-29 11:22:12,817
Butter Croissant - FM,2,2024-06-29 11:22:12,817
Butter Croissant - FM,1,2024-06-29 11:20:47,817
Flavored Lemonade - FM,1,2024-06-29 11:19:17,817
Iced Teas - FM,1,2024-06-29 11:15:40,817
Flavored Lemonade - FM,1,2024-06-29 11:15:40,817
Hop Water - FM,1,2024-06-29 11:11:17,817
Berry Croissant - FM,1,2024-06-29 11:10:55,817
Hop Water - FM,1,2024-06-29 11:09:45,817
Cold Brew - FM,1,2024-06-29 11:09:45,817
Butter Croissant - FM,1,2024-06-29 11:09:14,817
Berry Croissant - FM,1,2024-06-29 11:08:58,817
Butter Croissant - FM,2,2024-06-29 11:08:23,817
Flavored Lemonade - FM,1,2024-06-29 11:07:41,817
Cold Brew - FM,1,2024-06-29 11:07:08,817
Berry Croissant - FM,1,2024-06-29 11:07:07,817
Butter Croissant - FM,1,2024-06-29 11:07:07,817
Butter Croissant - FM,1,2024-06-29 11:06:21,817
Sugar Sticks - FM,1,2024-06-29 11:02:44,817
Flavored Lemonade - FM,1,2024-06-29 11:02:28,817
Hop Water - FM,1,2024-06-29 11:02:28,817
Vanilla Canele - FM,1,2024-06-29 10:57:11,1457
Berry Croissant - FM,1,2024-06-29 10:56:27,1457
Ube & Strawberry Croissant - FM,1,2024-06-29 10:56:27,1457
Flavored Lemonade - FM,1,2024-06-29 10:56:23,1457
Iced Teas - FM,1,2024-06-29 10:56:23,1457
Berry Croissant - FM,1,2024-06-29 10:55:31,1457
Ube & Strawberry Croissant - FM,1,2024-06-29 10:55:31,1457
Iced Teas - FM,1,2024-06-29 10:55:31,1457
Cold Brew - FM,1,2024-06-29 10:53:57,1457
Berry Croissant - FM,1,2024-06-29 10:53:19,1457
Ube & Strawberry Croissant - FM,1,2024-06-29 10:53:19,1457
Iced Teas - FM,1,2024-06-29 10:52:55,1457
Butter Croissant - FM,1,2024-06-29 10:52:38,1457
Ube & Strawberry Croissant - FM,1,2024-06-29 10:52:26,1457
Berry Croissant - FM,1,2024-06-29 10:52:26,1457
Hop Water - FM,2,2024-06-29 10:50:10,1457
Kouign Amann - FM,1,2024-06-29 10:50:02,1457
Berry Croissant - FM,1,2024-06-29 10:50:02,1457
Hop Water - FM,1,2024-06-29 10:49:10,1457
Vanilla Canele - FM,1,2024-06-29 10:48:02,1457
Berry Croissant - FM,2,2024-06-29 10:47:27,1457
Iced Teas - FM,1,2024-06-29 10:46:53,1457
Butter Croissant - FM,1,2024-06-29 10:46:53,1457
Iced Teas - FM,1,2024-06-29 10:43:02,1457
Butter Croissant - FM,1,2024-06-29 10:42:51,1457
Sugar Sticks - FM,1,2024-06-29 10:42:51,1457
Flavored Lemonade - FM,1,2024-06-29 10:42:51,1457
Iced Teas - FM,1,2024-06-29 10:42:51,1457
Pain Au Chocolat - FM,-1,2024-06-29 10:42:10,1457
Sugar Sticks - FM,1,2024-06-29 10:41:44,1457
Pain Au Chocolat - FM,2,2024-06-29 10:41:39,1457
Flavored Lemonade - FM,1,2024-06-29 10:41:10,1457
Ube & Strawberry Croissant - FM,1,2024-06-29 10:41:00,1457
Pain Au Chocolat - FM,1,2024-06-29 10:40:30,1457
Kouign Amann - FM,2,2024-06-29 10:39:09,1457
Flavored Lemonade - FM,1,2024-06-29 10:39:09,1457
Sugar Sticks - FM,1,2024-06-29 10:38:13,1457
Iced Teas - FM,1,2024-06-29 10:36:10,1457
Ube & Strawberry Croissant - FM,1,2024-06-29 10:36:10,1457
Pistachio Croissant - FM,1,2024-06-29 10:34:45,1457
Almond Croissant - FM,1,2024-06-29 10:34:07,1457
Iced Teas - FM,1,2024-06-29 10:34:07,1457
Pain Au Chocolat - FM,1,2024-06-29 10:28:27,1457
Cold Brew - FM,1,2024-06-29 10:27:35,1457
Cold Brew - FM,1,2024-06-29 10:27:08,1457
Kouign Amann - FM,1,2024-06-29 10:27:01,1457
Pistachio Croissant - FM,1,2024-06-29 10:26:34,1457
Berry Croissant - FM,1,2024-06-29 10:26:34,1457
Flavored Lemonade - FM,1,2024-06-29 10:26:33,1457
Cold Brew - FM,1,2024-06-29 10:26:11,1457
Flavored Lemonade - FM,1,2024-06-29 10:25:48,1457
Cold Brew - FM,1,2024-06-29 10:25:42,1457
Pain Au Chocolat - FM,1,2024-06-29 10:25:42,1457
Flavored Lemonade - FM,1,2024-06-29 10:25:28,1457
Pain Au Chocolat - FM,1,2024-06-29 10:25:28,1457
Ube & Strawberry Croissant - FM,1,2024-06-29 10:24:34,1457
Iced Teas - FM,1,2024-06-29 10:24:34,1457
Pistachio Croissant - FM,1,2024-06-29 10:23:39,1457
Cold Brew - FM,1,2024-06-29 10:23:39,1457
Butter Croissant - FM,1,2024-06-29 10:21:38,1457
Pain Au Chocolat - FM,1,2024-06-29 10:21:38,1457
Almond Croissant - FM,1,2024-06-29 10:21:38,1457
Pistachio Croissant - FM,1,2024-06-29 10:21:38,1457
Iced Teas - FM,1,2024-06-29 10:21:27,1457
Iced Teas - FM,1,2024-06-29 10:20:18,1457
Iced Teas - FM,1,2024-06-29 10:18:58,1457
Almond Croissant - FM,1,2024-06-29 10:18:01,1457
Pain Au Chocolat - FM,1,2024-06-29 10:18:01,1457
Iced Teas - FM,1,2024-06-29 10:16:19,1457
Cold Brew - FM,1,2024-06-29 10:16:19,1457
Vanilla Canele - FM,1,2024-06-29 10:15:33,1457
Iced Teas - FM,1,2024-06-29 10:15:33,1457
Hop Water - FM,1,2024-06-29 10:15:33,1457
Flavored Lemonade - FM,4,2024-06-29 10:14:36,1457
Almond Croissant - FM,1,2024-06-29 10:14:27,1457
Ube & Strawberry Croissant - FM,1,2024-06-29 10:13:44,1457
Berry Croissant - FM,1,2024-06-29 10:13:44,1457
Flavored Lemonade - FM,1,2024-06-29 10:13:44,1457
Flavored Lemonade - FM,2,2024-06-29 10:13:21,1457
Berry Croissant - FM,1,2024-06-29 10:13:02,1457
Iced Teas - FM,1,2024-06-29 10:13:02,1457
Drip Coffee - FM,1,2024-06-29 10:10:56,1457
Cold Brew - FM,1,2024-06-29 10:10:04,1457
Kouign Amann - FM,2,2024-06-29 10:09:20,1457
Iced Teas - FM,1,2024-06-29 10:09:20,1457
Kouign Amann - FM,1,2024-06-29 10:08:39,1457
Ube & Strawberry Croissant - FM,1,2024-06-29 10:08:39,1457
Pain Au Chocolat - FM,1,2024-06-29 10:08:39,1457
Kouign Amann - FM,1,2024-06-29 10:06:50,1457
Vanilla Canele - FM,2,2024-06-29 10:06:50,1457
Almond Croissant - FM,1,2024-06-29 10:06:39,1457
Flavored Lemonade - FM,1,2024-06-29 10:06:39,1457
Hop Water - FM,1,2024-06-29 10:04:34,1457
Iced Teas - FM,1,2024-06-29 10:00:30,1457
Ube & Strawberry Croissant - FM,1,2024-06-29 10:00:25,1457
Flavored Lemonade - FM,1,2024-06-29 09:59:45,1194
Berry Croissant - FM,1,2024-06-29 09:58:41,1194
Pain Au Chocolat - FM,1,2024-06-29 09:58:41,1194
Cold Brew - FM,1,2024-06-29 09:58:26,1194
Almond Croissant - FM,1,2024-06-29 09:58:26,1194
Berry Croissant - FM,1,2024-06-29 09:56:52,1194
Ube & Strawberry Croissant - FM,1,2024-06-29 09:56:52,1194
Sugar Sticks - FM,2,2024-06-29 09:56:26,1194
Ube & Strawberry Croissant - FM,1,2024-06-29 09:56:24,1194
Sugar Sticks - FM,1,2024-06-29 09:56:24,1194
Pain Au Chocolat - FM,1,2024-06-29 09:55:11,1194
Butter Croissant - FM,1,2024-06-29 09:55:11,1194
Iced Teas - FM,1,2024-06-29 09:54:03,1194
Cold Brew - FM,1,2024-06-29 09:50:35,1194
Drip Coffee - FM,1,2024-06-29 09:48:36,1194
Ube & Strawberry Croissant - FM,1,2024-06-29 09:48:36,1194
Almond Croissant - FM,1,2024-06-29 09:47:58,1194
Pistachio Croissant - FM,1,2024-06-29 09:47:32,1194
Kouign Amann - FM,1,2024-06-29 09:44:49,1194
Butter Croissant - FM,1,2024-06-29 09:44:19,1194
Pistachio Croissant - FM,1,2024-06-29 09:43:43,1194
Pain Au Chocolat - FM,1,2024-06-29 09:42:07,1194
Iced Teas - FM,1,2024-06-29 09:41:14,1194
Hop Water - FM,2,2024-06-29 09:40:59,1194
Berry Croissant - FM,1,2024-06-29 09:40:59,1194
Drip Coffee - FM,1,2024-06-29 09:40:48,1194
Butter Croissant - FM,1,2024-06-29 09:39:09,1194
Almond Croissant - FM,1,2024-06-29 09:37:58,1194
Cold Brew - FM,1,2024-06-29 09:36:43,1194
Butter Croissant - FM,4,2024-06-29 09:36:22,1194
Pistachio Croissant - FM,1,2024-06-29 09:36:22,1194
Iced Teas - FM,1,2024-06-29 09:35:11,1194
Berry Croissant - FM,1,2024-06-29 09:35:11,1194
Pistachio Croissant - FM,1,2024-06-29 09:34:37,1194
Drip Coffee - FM,1,2024-06-29 09:34:37,1194
Vanilla Canele - FM,1,2024-06-29 09:34:05,1194
Basil & Raspberry Canele1 - FM,1,2024-06-29 09:34:05,1194
Pistachio Croissant - FM,1,2024-06-29 09:34:05,1194
Kouign Amann - FM,1,2024-06-29 09:34:05,1194
Drip Coffee - FM,1,2024-06-29 09:32:06,1194
Hop Water - FM,1,2024-06-29 09:31:49,1194
Almond Croissant - FM,1,2024-06-29 09:31:01,1194
Pain Au Chocolat - FM,1,2024-06-29 09:30:32,1194
Sugar Sticks - FM,1,2024-06-29 09:30:32,1194
Kouign Amann - FM,1,2024-06-29 09:29:57,1194
Kouign Amann - FM,1,2024-06-29 09:29:47,1194
Pistachio Croissant - FM,1,2024-06-29 09:29:25,1194
Iced Teas - FM,1,2024-06-29 09:29:25,1194
Iced Teas - FM,1,2024-06-29 09:29:13,1194
Pistachio Croissant - FM,1,2024-06-29 09:28:33,1194
Pain Au Chocolat - FM,1,2024-06-29 09:28:33,1194
Drip Coffee - FM,2,2024-06-29 09:28:33,1194
Kouign Amann - FM,1,2024-06-29 09:28:33,1194
Almond Croissant - FM,1,2024-06-29 09:28:20,1194
Pistachio Croissant - FM,1,2024-06-29 09:27:43,1194
Drip Coffee - FM,1,2024-06-29 09:27:43,1194
Cold Brew - FM,1,2024-06-29 09:27:09,1194
Pain Au Chocolat - FM,1,2024-06-29 09:27:01,1194
Iced Teas - FM,1,2024-06-29 09:25:45,1194
Drip Coffee - FM,1,2024-06-29 09:25:26,1194
Hop Water - FM,1,2024-06-29 09:24:15,1194
Flavored Lemonade - FM,1,2024-06-29 09:22:19,1194
Berry Croissant - FM,1,2024-06-29 09:22:19,1194
Ube & Strawberry Croissant - FM,1,2024-06-29 09:22:00,1194
Drip Coffee - FM,1,2024-06-29 09:18:12,1194
Pain Au Chocolat - FM,2,2024-06-29 09:18:12,1194
Iced Teas - FM,1,2024-06-29 09:17:25,1194
Almond Croissant - FM,1,2024-06-29 09:17:14,1194
Pistachio Croissant - FM,1,2024-06-29 09:16:15,1194
Iced Teas - FM,1,2024-06-29 09:16:15,1194
Pain Au Chocolat - FM,1,2024-06-29 09:14:22,1194
Berry Croissant - FM,1,2024-06-29 09:14:02,1194
Ube & Strawberry Croissant - FM,1,2024-06-29 09:11:40,1194
Cold Brew - FM,1,2024-06-29 09:11:40,1194
Iced Teas - FM,1,2024-06-29 09:09:11,1194
Cold Brew - FM,2,2024-06-29 09:08:40,1194
Berry Croissant - FM,1,2024-06-29 09:07:11,1194
Pain Au Chocolat - FM,1,2024-06-29 09:04:49,1194
Pistachio Croissant - FM,1,2024-06-29 09:04:09,1194
Sugar Sticks - FM,1,2024-06-29 09:03:23,1194
Almond Croissant - FM,1,2024-06-29 09:02:41,1194
Basil & Raspberry Canele1 - FM,1,2024-06-29 09:00:50,1194
Cold Brew - FM,1,2024-06-29 08:59:49,938
Drip Coffee - FM,1,2024-06-29 08:59:49,938
Hop Water - FM,1,2024-06-29 08:59:49,938
Pistachio Croissant - FM,1,2024-06-29 08:59:49,938
Pain Au Chocolat - FM,1,2024-06-29 08:59:01,938
Iced Teas - FM,1,2024-06-29 08:59:01,938
Almond Croissant - FM,1,2024-06-29 08:58:36,938
Pain Au Chocolat - FM,1,2024-06-29 08:58:36,938
Butter Croissant - FM,1,2024-06-29 08:57:29,938
Almond Croissant - FM,2,2024-06-29 08:57:03,938
Butter Croissant - FM,1,2024-06-29 08:57:03,938
Iced Teas - FM,2,2024-06-29 08:57:03,938
Butter Croissant - FM,1,2024-06-29 08:56:59,938
Almond Croissant - FM,1,2024-06-29 08:56:20,938
Pistachio Croissant - FM,1,2024-06-29 08:56:20,938
Kouign Amann - FM,2,2024-06-29 08:55:52,938
Basil & Raspberry Canele1 - FM,1,2024-06-29 08:55:52,938
Almond Croissant - FM,1,2024-06-29 08:55:52,938
Pain Au Chocolat - FM,1,2024-06-29 08:55:52,938
Butter Croissant - FM,1,2024-06-29 08:55:52,938
Sugar Sticks - FM,1,2024-06-29 08:55:52,938
Iced Teas - FM,1,2024-06-29 08:55:52,938
Sugar Sticks - FM,1,2024-06-29 08:53:49,938
Pistachio Croissant - FM,1,2024-06-29 08:53:13,938
Ube & Strawberry Croissant - FM,1,2024-06-29 08:53:13,938
Almond Croissant - FM,1,2024-06-29 08:52:33,938
Pain Aux Raisin - FM,1,2024-06-29 08:52:16,938
Pain Au Chocolat - FM,1,2024-06-29 08:52:16,938
Butter Croissant - FM,2,2024-06-29 08:51:54,938
Basil & Raspberry Canele1 - FM,1,2024-06-29 08:51:54,938
Flavored Lemonade - FM,1,2024-06-29 08:51:42,938
Iced Teas - FM,1,2024-06-29 08:51:01,938
Pistachio Croissant - FM,1,2024-06-29 08:50:31,938
Iced Teas - FM,1,2024-06-29 08:50:31,938
Iced Teas - FM,1,2024-06-29 08:50:05,938
Basil & Raspberry Canele1 - FM,1,2024-06-29 08:50:05,938
Butter Croissant - FM,4,2024-06-29 08:49:13,938
Sugar Sticks - FM,1,2024-06-29 08:49:13,938
